Rotacja;Wiek;LataNaObecnymStanowisku;PodróżeSłużbowe;ZadowolenieZPracy;ZaangażowanieWPracę;ZadowolenieZeŚrodowiska;MiesięcznyDochód;StanCywilny;Nadgodziny;GrupaWiekowa;GrupaDochodowa;GrupaLataNaObecnymStanowisku
Tak;31;0;Rzadkie podróże;1;4;Zadowolony;2956;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Tak;29;2;Rzadkie podróże;1;2;Niezadowolony;2335;Rozwiedziony/Rozwiedziona;Tak;26-35;2001-4000;0-4
Nie;45;7;Brak podróży;3;3;Średnio zadowolony;5154;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;36;0;Rzadkie podróże;2;3;Zadowolony;6962;Żonaty/Zamężna;Tak;36-45;6001-8000;0-4
Nie;43;7;Częste podróże;4;3;Niezadowolony;5675;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;27;4;Częste podróże;4;3;Zadowolony;2379;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;29;8;Częste podróże;4;3;Zadowolony;3812;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;32;0;Częste podróże;4;3;Zadowolony;4648;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;42;3;Brak podróży;3;3;Średnio zadowolony;2936;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;47;2;Rzadkie podróże;3;3;Średnio zadowolony;2105;Wolny/Wolna;Nie;46-55;2001-4000;0-4
Nie;46;8;Rzadkie podróże;4;3;Zadowolony;8578;Rozwiedziony/Rozwiedziona;Nie;46-55;8001-10000;5-8
Nie;28;2;Brak podróży;4;3;Średnio zadowolony;2706;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;29;0;Rzadkie podróże;3;1;Zadowolony;6384;Rozwiedziony/Rozwiedziona;Nie;26-35;6001-8000;0-4
Nie;42;0;Rzadkie podróże;3;3;Zadowolony;3968;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Tak;32;2;Rzadkie podróże;2;2;Średnio zadowolony;9907;Wolny/Wolna;Tak;26-35;8001-10000;0-4
Nie;46;17;Rzadkie podróże;1;4;Niezadowolony;13225;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;17+
Nie;27;8;Rzadkie podróże;3;2;Średnio zadowolony;3540;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;29;0;Rzadkie podróże;2;2;Zadowolony;2804;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;43;12;Rzadkie podróże;3;2;Niezadowolony;19392;Żonaty/Zamężna;Nie;36-45;10000+;9-12
Nie;48;10;Rzadkie podróże;2;2;Zadowolony;19665;Żonaty/Zamężna;Nie;46-55;10000+;9-12
Tak;29;0;Częste podróże;4;2;Zadowolony;2439;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Tak;46;7;Rzadkie podróże;2;3;Średnio zadowolony;7314;Żonaty/Zamężna;Nie;46-55;6001-8000;5-8
Nie;27;6;Częste podróże;1;2;Zadowolony;4774;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Nie;39;2;Rzadkie podróże;4;3;Zadowolony;3902;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;55;2;Rzadkie podróże;4;2;Średnio zadowolony;2662;Żonaty/Zamężna;Nie;46-55;2001-4000;0-4
Nie;28;0;Rzadkie podróże;2;3;Średnio zadowolony;2856;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Tak;30;0;Rzadkie podróże;4;3;Średnio zadowolony;1081;Wolny/Wolna;Nie;26-35;0-2000;0-4
Tak;22;0;Rzadkie podróże;2;3;Zadowolony;2472;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Nie;36;9;Rzadkie podróże;3;2;Średnio zadowolony;5673;Żonaty/Zamężna;Tak;36-45;4001-6000;9-12
Nie;31;8;Rzadkie podróże;3;3;Średnio zadowolony;4197;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;34;3;Rzadkie podróże;4;3;Średnio zadowolony;9713;Żonaty/Zamężna;Tak;26-35;8001-10000;0-4
Nie;29;2;Rzadkie podróże;1;3;Zadowolony;2062;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;37;3;Rzadkie podróże;1;3;Zadowolony;4284;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Nie;35;2;Rzadkie podróże;2;2;Zadowolony;4788;Żonaty/Zamężna;Tak;26-35;4001-6000;0-4
Nie;45;8;Rzadkie podróże;4;2;Średnio zadowolony;5906;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;36;1;Częste podróże;4;2;Średnio zadowolony;3886;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;40;7;Rzadkie podróże;1;3;Niezadowolony;16823;Rozwiedziony/Rozwiedziona;Nie;36-45;10000+;5-8
Nie;26;0;Rzadkie podróże;3;2;Średnio zadowolony;2933;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;27;7;Rzadkie podróże;3;4;Niezadowolony;6500;Wolny/Wolna;Nie;26-35;6001-8000;5-8
Nie;48;17;Częste podróże;4;3;Zadowolony;17174;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;17+
Nie;44;0;Rzadkie podróże;1;4;Średnio zadowolony;5033;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Tak;34;2;Brak podróży;1;1;Zadowolony;2307;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Tak;56;2;Rzadkie podróże;4;3;Niezadowolony;2587;Wolny/Wolna;Nie;56-65;2001-4000;0-4
Nie;36;2;Rzadkie podróże;2;2;Średnio zadowolony;5507;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;41;4;Rzadkie podróże;2;3;Średnio zadowolony;4393;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;42;7;Rzadkie podróże;1;3;Średnio zadowolony;13348;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Nie;31;2;Rzadkie podróże;4;3;Średnio zadowolony;6583;Rozwiedziony/Rozwiedziona;Tak;26-35;6001-8000;0-4
Nie;34;2;Rzadkie podróże;4;2;Zadowolony;8103;Żonaty/Zamężna;Tak;26-35;8001-10000;0-4
Nie;31;2;Rzadkie podróże;3;4;Niezadowolony;3978;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;26;7;Częste podróże;4;4;Średnio zadowolony;2544;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;45;2;Częste podróże;3;3;Średnio zadowolony;5399;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;33;4;Rzadkie podróże;3;3;Średnio zadowolony;5487;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;28;7;Częste podróże;4;2;Średnio zadowolony;6834;Żonaty/Zamężna;Tak;26-35;6001-8000;5-8
Tak;29;0;Częste podróże;1;4;Średnio zadowolony;1091;Wolny/Wolna;Nie;26-35;0-2000;0-4
Nie;39;2;Brak podróży;3;1;Niezadowolony;5736;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;27;3;Rzadkie podróże;2;3;Średnio zadowolony;2226;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;34;10;Częste podróże;4;2;Średnio zadowolony;5747;Żonaty/Zamężna;Tak;26-35;4001-6000;9-12
Tak;28;0;Rzadkie podróże;3;3;Zadowolony;9854;Wolny/Wolna;Tak;26-35;8001-10000;0-4
Nie;47;7;Brak podróży;2;3;Średnio zadowolony;5467;Żonaty/Zamężna;Nie;46-55;4001-6000;5-8
Nie;56;0;Rzadkie podróże;1;2;Zadowolony;5380;Żonaty/Zamężna;Nie;56-65;4001-6000;0-4
Nie;39;0;Rzadkie podróże;1;3;Niezadowolony;5151;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;38;11;Częste podróże;2;2;Zadowolony;2133;Rozwiedziony/Rozwiedziona;Tak;36-45;2001-4000;9-12
Nie;58;0;Rzadkie podróże;4;3;Zadowolony;17875;Żonaty/Zamężna;Tak;56-65;10000+;0-4
Tak;32;1;Częste podróże;3;4;Niezadowolony;2432;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;38;2;Rzadkie podróże;4;3;Średnio zadowolony;4771;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Nie;49;4;Częste podróże;4;3;Średnio zadowolony;19161;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;42;0;Rzadkie podróże;4;3;Średnio zadowolony;5087;Rozwiedziony/Rozwiedziona;Tak;36-45;4001-6000;0-4
Tak;27;0;Częste podróże;2;2;Niezadowolony;2863;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;35;3;Rzadkie podróże;1;3;Średnio zadowolony;5561;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;28;3;Brak podróży;3;3;Średnio zadowolony;2144;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;31;2;Brak podróży;1;3;Średnio zadowolony;3065;Rozwiedziony/Rozwiedziona;Tak;26-35;2001-4000;0-4
Nie;36;4;Brak podróży;2;4;Niezadowolony;2810;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;34;8;Rzadkie podróże;4;3;Niezadowolony;9888;Wolny/Wolna;Nie;26-35;8001-10000;5-8
Nie;34;7;Rzadkie podróże;3;3;Zadowolony;8628;Rozwiedziony/Rozwiedziona;Nie;26-35;8001-10000;5-8
Nie;26;7;Rzadkie podróże;1;3;Średnio zadowolony;2867;Wolny/Wolna;Nie;26-35;2001-4000;5-8
Nie;29;3;Rzadkie podróże;1;3;Niezadowolony;5373;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;32;1;Brak podróży;4;3;Średnio zadowolony;6667;Rozwiedziony/Rozwiedziona;Nie;26-35;6001-8000;0-4
Nie;31;8;Częste podróże;1;1;Zadowolony;5003;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Tak;28;1;Rzadkie podróże;4;2;Średnio zadowolony;2367;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;38;0;Rzadkie podróże;1;2;Niezadowolony;2858;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;35;8;Rzadkie podróże;4;3;Średnio zadowolony;5204;Żonaty/Zamężna;Tak;26-35;4001-6000;5-8
Nie;27;7;Rzadkie podróże;4;3;Zadowolony;4105;Wolny/Wolna;Nie;26-35;4001-6000;5-8
Nie;32;0;Rzadkie podróże;4;2;Zadowolony;9679;Wolny/Wolna;Nie;26-35;8001-10000;0-4
Tak;31;7;Częste podróże;4;3;Niezadowolony;5617;Żonaty/Zamężna;Tak;26-35;4001-6000;5-8
Tak;53;2;Rzadkie podróże;1;3;Niezadowolony;10448;Wolny/Wolna;Tak;46-55;10000+;0-4
Nie;54;3;Rzadkie podróże;3;3;Niezadowolony;2897;Żonaty/Zamężna;Nie;46-55;2001-4000;0-4
Nie;33;7;Częste podróże;3;3;Zadowolony;5968;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;43;9;Rzadkie podróże;3;3;Niezadowolony;7510;Żonaty/Zamężna;Nie;36-45;6001-8000;9-12
Nie;38;2;Częste podróże;2;3;Zadowolony;2991;Żonaty/Zamężna;Tak;36-45;2001-4000;0-4
Nie;55;9;Rzadkie podróże;2;4;Średnio zadowolony;19636;Żonaty/Zamężna;Tak;46-55;10000+;9-12
Nie;31;0;Rzadkie podróże;4;1;Zadowolony;1129;Rozwiedziony/Rozwiedziona;Tak;26-35;0-2000;0-4
Nie;39;8;Rzadkie podróże;1;3;Średnio zadowolony;13341;Wolny/Wolna;Nie;36-45;10000+;5-8
Nie;42;9;Brak podróży;3;2;Zadowolony;4332;Wolny/Wolna;Nie;36-45;4001-6000;9-12
Nie;31;7;Brak podróży;3;3;Średnio zadowolony;11031;Żonaty/Zamężna;Nie;26-35;10000+;5-8
Nie;54;2;Rzadkie podróże;1;3;Średnio zadowolony;4440;Wolny/Wolna;Tak;46-55;4001-6000;0-4
Nie;24;3;Rzadkie podróże;3;2;Średnio zadowolony;4617;Wolny/Wolna;Nie;19-25;4001-6000;0-4
Nie;23;2;Rzadkie podróże;4;3;Zadowolony;2647;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;40;9;Częste podróże;3;3;Zadowolony;6323;Żonaty/Zamężna;Nie;36-45;6001-8000;9-12
Nie;40;8;Rzadkie podróże;2;3;Średnio zadowolony;5677;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;25;0;Rzadkie podróże;2;3;Średnio zadowolony;2187;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Nie;30;8;Rzadkie podróże;2;3;Zadowolony;3748;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;25;2;Rzadkie podróże;3;3;Zadowolony;3977;Rozwiedziony/Rozwiedziona;Tak;19-25;2001-4000;0-4
Nie;47;14;Rzadkie podróże;3;3;Niezadowolony;8633;Wolny/Wolna;Nie;46-55;8001-10000;13-16
Nie;33;1;Brak podróży;3;2;Średnio zadowolony;2008;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;38;13;Rzadkie podróże;2;3;Zadowolony;4440;Żonaty/Zamężna;Nie;36-45;4001-6000;13-16
Nie;31;2;Rzadkie podróże;3;3;Niezadowolony;3067;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;38;3;Częste podróże;3;2;Niezadowolony;5321;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;42;3;Rzadkie podróże;1;3;Zadowolony;5410;Rozwiedziony/Rozwiedziona;Tak;36-45;4001-6000;0-4
Nie;41;3;Rzadkie podróże;4;3;Zadowolony;2782;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;47;8;Brak podróży;2;3;Średnio zadowolony;11957;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Nie;35;2;Rzadkie podróże;3;3;Zadowolony;2660;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;22;2;Rzadkie podróże;3;3;Zadowolony;3375;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;35;7;Rzadkie podróże;3;3;Średnio zadowolony;5098;Wolny/Wolna;Nie;26-35;4001-6000;5-8
Nie;33;7;Rzadkie podróże;4;3;Średnio zadowolony;4878;Żonaty/Zamężna;Tak;26-35;4001-6000;5-8
Nie;32;2;Rzadkie podróże;2;2;Średnio zadowolony;2837;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;40;0;Rzadkie podróże;4;3;Niezadowolony;2406;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;32;2;Rzadkie podróże;2;2;Średnio zadowolony;2269;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;39;7;Rzadkie podróże;4;3;Niezadowolony;4108;Wolny/Wolna;Nie;36-45;4001-6000;5-8
Nie;38;16;Rzadkie podróże;3;1;Średnio zadowolony;13206;Żonaty/Zamężna;Nie;36-45;10000+;13-16
Nie;32;10;Rzadkie podróże;4;3;Średnio zadowolony;10422;Żonaty/Zamężna;Nie;26-35;10000+;9-12
Nie;37;11;Rzadkie podróże;4;4;Średnio zadowolony;13744;Żonaty/Zamężna;Tak;36-45;10000+;9-12
Nie;25;3;Rzadkie podróże;3;3;Niezadowolony;4907;Rozwiedziony/Rozwiedziona;Tak;19-25;4001-6000;0-4
Nie;52;8;Brak podróży;4;3;Niezadowolony;3482;Rozwiedziony/Rozwiedziona;Nie;46-55;2001-4000;5-8
Nie;44;3;Rzadkie podróże;4;3;Średnio zadowolony;2436;Wolny/Wolna;Tak;36-45;2001-4000;0-4
Nie;21;2;Rzadkie podróże;1;3;Średnio zadowolony;2380;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Nie;39;0;Brak podróży;4;3;Zadowolony;19431;Wolny/Wolna;Nie;36-45;10000+;0-4
Tak;23;0;Częste podróże;1;3;Zadowolony;1790;Żonaty/Zamężna;Nie;19-25;0-2000;0-4
Nie;36;7;Rzadkie podróże;4;2;Niezadowolony;7644;Żonaty/Zamężna;Nie;36-45;6001-8000;5-8
Nie;36;2;Częste podróże;2;3;Zadowolony;5131;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Nie;56;12;Brak podróży;3;3;Średnio zadowolony;6306;Rozwiedziony/Rozwiedziona;Nie;56-65;6001-8000;9-12
Tak;29;2;Rzadkie podróże;4;3;Niezadowolony;4787;Żonaty/Zamężna;Tak;26-35;4001-6000;0-4
Nie;42;6;Rzadkie podróże;3;3;Niezadowolony;18880;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Tak;56;9;Rzadkie podróże;3;3;Zadowolony;2339;Żonaty/Zamężna;Nie;56-65;2001-4000;9-12
Nie;41;7;Rzadkie podróże;2;2;Niezadowolony;13570;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Nie;34;7;Rzadkie podróże;3;2;Zadowolony;6712;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;36;12;Brak podróży;4;1;Zadowolony;5406;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;9-12
Nie;41;4;Rzadkie podróże;2;2;Średnio zadowolony;8938;Rozwiedziony/Rozwiedziona;Nie;36-45;8001-10000;0-4
Nie;32;2;Rzadkie podróże;1;3;Zadowolony;2439;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;35;0;Rzadkie podróże;4;3;Średnio zadowolony;8837;Wolny/Wolna;Tak;26-35;8001-10000;0-4
Nie;38;7;Rzadkie podróże;4;3;Niezadowolony;5343;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Tak;50;3;Częste podróże;3;3;Średnio zadowolony;6728;Rozwiedziony/Rozwiedziona;Nie;46-55;6001-8000;0-4
Nie;36;3;Rzadkie podróże;4;2;Średnio zadowolony;6652;Żonaty/Zamężna;Nie;36-45;6001-8000;0-4
Nie;45;3;Rzadkie podróże;3;3;Zadowolony;4850;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;40;2;Rzadkie podróże;3;2;Średnio zadowolony;2809;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;35;2;Częste podróże;3;3;Średnio zadowolony;5689;Żonaty/Zamężna;Tak;26-35;4001-6000;0-4
Nie;40;3;Rzadkie podróże;3;3;Średnio zadowolony;2001;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;35;3;Rzadkie podróże;4;1;Średnio zadowolony;2977;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;29;3;Rzadkie podróże;2;2;Zadowolony;4025;Żonaty/Zamężna;Tak;26-35;4001-6000;0-4
Nie;29;4;Rzadkie podróże;1;2;Zadowolony;3785;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Tak;50;2;Rzadkie podróże;1;2;Zadowolony;10854;Rozwiedziony/Rozwiedziona;Tak;46-55;10000+;0-4
Nie;39;9;Rzadkie podróże;4;2;Średnio zadowolony;12031;Żonaty/Zamężna;Nie;36-45;10000+;9-12
Nie;31;4;Brak podróży;1;3;Średnio zadowolony;9936;Wolny/Wolna;Nie;26-35;8001-10000;0-4
Nie;26;2;Rzadkie podróże;3;2;Zadowolony;2966;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;36;2;Częste podróże;4;4;Średnio zadowolony;2571;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;39;7;Rzadkie podróże;1;2;Zadowolony;9991;Żonaty/Zamężna;Nie;36-45;8001-10000;5-8
Nie;27;2;Rzadkie podróże;2;4;Średnio zadowolony;6142;Żonaty/Zamężna;Tak;26-35;6001-8000;0-4
Nie;49;6;Częste podróże;2;2;Zadowolony;5390;Żonaty/Zamężna;Nie;46-55;4001-6000;5-8
Nie;34;3;Rzadkie podróże;3;4;Średnio zadowolony;4404;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
